1	9	
1	9	
1	4	
1	10	
1	2	
1	7	
1	4	
1	9	
1	3	
1	9	
1	7	
1	6	
1	4	
1	10	
1	4	
1	3	
1	7	
1	10	
1	9	
1	9	
1	4	
1	4	
1	5	
1	9	
1	3	
1	10	
1	3	
1	7	
1	4	
1	4	
1	9	
1	5	
1	9	
1	9	
1	3	
1	3	
1	10	
1	7	
1	10	
1	9	
1	3	
1	5	
1	5	
1	2	
1	9	
1	9	
1	9	
1	10	
1	9	
1	2	
1	2	
1	3	
1	7	
1	4	
1	6	
1	2	
1	3	
1	10	
1	10	
1	3	
1	10	
1	7	
1	6	
1	9	
1	7	
1	5	
1	10	
1	9	
1	3	
1	5	
1	9	
1	9	
1	4	
1	3	
1	3	
1	3	
1	7	
1	3	
1	2	
1	7	
1	7	
1	7	
1	10	
1	10	
1	10	
1	6	
1	2	
1	3	
1	2	
1	4	
1	7	
1	4	
1	7	
1	10	
1	5	
1	2	
1	4	
1	7	
1	2	
1	7	
1	5	
1	4	
1	10	
1	4	
1	5	
1	5	
1	3	
1	10	
1	9	
1	7	
1	3	
1	9	
1	9	
1	10	
1	9	
1	4	
1	9	
1	9	
1	2	
1	2	
1	5	
1	4	
1	5	
1	4	
1	4	
1	7	
1	5	
1	5	
1	3	
1	10	
1	10	
1	5	
1	2	
1	3	
1	4	
1	9	
1	5	
1	2	
1	7	
1	2	
1	7	
1	4	
1	9	
1	4	
1	4	
1	4	
1	5	
2	10	
2	10	
2	7	
2	10	
2	2	
2	7	
2	4	
2	3	
2	6	
2	5	
2	5	
2	5	
2	8	
2	8	
2	9	
2	5	
2	2	
2	4	
2	7	
2	3	
2	1	
2	1	
2	1	
2	1	
2	1	
2	1	
2	1	
2	6	
2	7	
2	5	
2	5	
2	7	
2	7	
2	5	
2	4	
2	4	
2	5	
2	4	
2	10	
2	5	
2	6	
2	7	
2	3	
2	5	
2	2	
2	7	
2	4	
2	2	
2	2	
2	2	
2	2	
2	7	
2	9	
2	3	
2	5	
2	5	
2	5	
2	5	
2	5	
2	5	
2	5	
2	5	
2	5	
2	5	
2	5	
2	5	
2	2	
2	6	
2	5	
2	7	
2	2	
2	4	
2	2	
2	3	
2	7	
2	5	
2	2	
2	1	
2	1	
2	1	
2	1	
2	1	
2	1	
2	1	
2	1	
2	1	
2	1	
2	1	
2	8	
2	7	
2	4	
2	4	
2	3	
2	6	
2	6	
2	6	
2	6	
2	6	
2	6	
2	6	
2	7	
2	2	
2	5	
2	2	
2	3	
2	9	
2	6	
2	6	
2	6	
2	2	
2	2	
2	5	
2	10	
2	2	
2	6	
2	7	
2	3	
2	5	
2	2	
2	7	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	7	
2	6	
2	6	
2	6	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	9	
2	9	
2	6	
2	6	
2	4	
2	3	
2	4	
2	10	
2	9	
2	5	
2	7	
2	9	
2	2	
2	5	
2	7	
2	9	
2	5	
2	9	
2	4	
2	3	
2	10	
2	4	
2	2	
2	2	
2	10	
2	9	
2	5	
2	2	
2	5	
2	7	
2	5	
2	2	
2	10	
2	9	
2	4	
2	2	
2	4	
2	7	
2	7	
2	7	
2	7	
2	7	
2	4	
2	4	
2	4	
2	7	
2	4	
2	4	
2	7	
2	7	
2	7	
2	7	
2	4	
2	7	
2	3	
2	3	
2	2	
2	7	
2	10	
2	10	
2	6	
2	9	
2	7	
2	7	
2	3	
2	4	
2	10	
2	4	
2	2	
2	2	
2	10	
2	9	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	8	
2	2	
3	10	
3	2	
3	5	
3	1	
3	1	
3	1	
3	1	
3	10	
3	2	
3	9	
3	9	
3	7	
3	10	
3	7	
3	6	
3	4	
3	10	
3	3	
3	7	
3	4	
3	5	
3	3	
3	2	
3	4	
3	2	
3	7	
3	4	
3	4	
3	4	
3	3	
3	1	
3	2	
4	2	
4	5	
4	3	
4	6	
4	9	
4	1	
4	1	
4	2	
4	9	
4	10	
4	10	
4	4	
4	3	
4	8	
4	7	
4	3	
4	4	
4	2	
4	2	
4	4	
4	4	
4	3	
4	10	
4	10	
4	10	
4	4	
4	4	
4	1	
4	4	
4	10	
