1.000000e+00	1.000000e+00	1.466919e+00	0.000000e+00	2.153702e+00	2.104750e-01	0.000000e+00	8.767774e-01	
1.100000e+01	1.000000e+00	1.551109e+00	0.000000e+00	2.504413e+00	2.104750e-01	0.000000e+00	8.767774e-01	
2.100000e+01	1.000000e+00	1.635299e+00	0.000000e+00	2.855124e+00	2.104750e-01	0.000000e+00	8.767774e-01	
3.100000e+01	1.000000e+00	1.719489e+00	0.000000e+00	3.205835e+00	2.104750e-01	0.000000e+00	8.767774e-01	
4.100000e+01	1.000000e+00	1.816103e+00	0.000000e+00	3.567789e+00	2.415356e-01	0.000000e+00	9.048839e-01	
5.100000e+01	1.000000e+00	1.941708e+00	0.000000e+00	3.955975e+00	3.140105e-01	0.000000e+00	9.704657e-01	
6.100000e+01	1.000000e+00	2.067312e+00	0.000000e+00	4.344161e+00	3.140105e-01	0.000000e+00	9.704657e-01	
7.100000e+01	1.000000e+00	2.192916e+00	0.000000e+00	4.732348e+00	3.140105e-01	0.000000e+00	9.704657e-01	
8.100000e+01	1.000000e+00	2.297822e+00	0.000000e+00	5.120207e+00	2.622644e-01	0.000000e+00	9.696487e-01	
9.100000e+01	1.000000e+00	2.400428e+00	0.000000e+00	5.508030e+00	2.565148e-01	0.000000e+00	9.695579e-01	
1.010000e+02	1.000000e+00	2.503034e+00	0.000000e+00	5.895853e+00	2.565148e-01	0.000000e+00	9.695579e-01	
1.110000e+02	1.000000e+00	2.569001e+00	0.000000e+00	6.288886e+00	1.649194e-01	0.000000e+00	9.825818e-01	
1.210000e+02	1.000000e+00	2.580012e+00	0.000000e+00	6.689733e+00	2.752635e-02	0.000000e+00	1.002118e+00	
1.310000e+02	1.000000e+00	2.591023e+00	0.000000e+00	7.090580e+00	2.752635e-02	0.000000e+00	1.002118e+00	
1.410000e+02	1.000000e+00	2.602033e+00	0.000000e+00	7.491427e+00	2.752635e-02	0.000000e+00	1.002118e+00	
1.000000e+00	2.000000e+00	2.836656e+00	0.000000e+00	4.316374e+00	-6.577941e-03	0.000000e+00	8.617172e-01	
1.100000e+01	2.000000e+00	2.834025e+00	0.000000e+00	4.661060e+00	-6.577941e-03	0.000000e+00	8.617172e-01	
2.100000e+01	2.000000e+00	2.831394e+00	0.000000e+00	5.005747e+00	-6.577941e-03	0.000000e+00	8.617172e-01	
3.100000e+01	2.000000e+00	2.828763e+00	0.000000e+00	5.350434e+00	-6.577941e-03	0.000000e+00	8.617172e-01	
4.100000e+01	2.000000e+00	2.825746e+00	0.000000e+00	5.708420e+00	-7.542177e-03	0.000000e+00	8.949633e-01	
5.100000e+01	2.000000e+00	2.821186e+00	0.000000e+00	6.119599e+00	-1.139912e-02	0.000000e+00	1.027948e+00	
6.100000e+01	2.000000e+00	2.816626e+00	0.000000e+00	6.530778e+00	-1.139912e-02	0.000000e+00	1.027948e+00	
7.100000e+01	2.000000e+00	2.804868e+00	0.000000e+00	6.943375e+00	-2.939598e-02	0.000000e+00	1.031492e+00	
8.100000e+01	2.000000e+00	2.776313e+00	0.000000e+00	7.359280e+00	-7.138866e-02	0.000000e+00	1.039763e+00	
9.100000e+01	2.000000e+00	2.747757e+00	0.000000e+00	7.775185e+00	-7.138866e-02	0.000000e+00	1.039763e+00	
1.000000e+00	3.000000e+00	-9.551401e-01	0.000000e+00	-6.587932e-01	1.000953e+00	0.000000e+00	6.694603e-01	
